Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Nitwit,"The Blockhead > JBMF Boulders > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106039632/nitwit,1.8,-1,Boulder,V0,1,13,34.01475,-116.16589
Chunkers,"Chunky Boulder > Chunky Boulder and Trance Stone > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106114361/chunkers,2.5,-1,Boulder,V-easy,1,15,34.01842,-116.16884
"Morning Glory","Wave Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106294784/morning-glory,2.5,-1,Boulder,V1,1,20,34.0097,-116.16717
"Scorpion Traverse","Scorpion Roof > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106111471/scorpion-traverse,3.3,-1,Boulder,"V4 R",1,20,34.1,-116.6
"Desert Rat Crack","Pothole Rock > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109792606/desert-rat-crack,2.1,-1,Boulder,V-easy,1,14,34.01626,-116.16212
"Right Arete","Wedge Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106118465/right-arete,2.3,-1,Boulder,V0-,1,18,34.00972,-116.16725
Miledi,"Miledi Boulder > Miledi Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105790036/miledi,3.7,-1,Boulder,"V3 R",1,25,34.07547,-116.24202
"Pinched Loaf","Pinched Loaf Boulder > Western Belt > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108005790/pinched-loaf,3.4,-1,Boulder,V6,1,15,33.95612,-116.0857
"Right Arete","Manx Boulders - Northwest Face > Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105908389/right-arete,1.6,-1,Boulder,V0-,1,15,34.01431,-116.15814
"Old Triangle Classic","Triangle Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106041356/old-triangle-classic,2.4,-1,Boulder,V0+,1,15,34.01678,-116.16341
"DAB RIG","DAB BOULDER > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/122015243/dab-rig,3.8,-1,Boulder,V7,1,13,34.02082,-116.17294
"Act of Contrition","Broken Egg > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106143002/act-of-contrition,3.8,-1,Boulder,"V3 R",1,20,34.01116,-116.16725
"Lunge For It (aka All Lunged Out)","Sandy Wash Corridor > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723310/lunge-for-it-aka-all-lunged-out,2.5,-1,Boulder,V3,1,10,33.98848,-116.16102
"Saxwing on the DL","The Hang West > The Hang > Planet X Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108734026/saxwing-on-the-dl,3.0,-1,Boulder,V5,1,15,33.99789,-116.1543
Raspberry,"Meadows Boulder > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106329045/raspberry,2.7,-1,Boulder,V6,1,12,33.99418,-116.14301
"So High","So High Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106048550/so-high,3.5,-1,Boulder,"V5 R",1,40,34.00984,-116.16704
"Yeah April","The Yeah Boulders > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/122076513/yeah-april,4.0,-1,Boulder,V5,1,15,34.00681,-116.17883
[Redacted],"The Hat > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106118154/redacted,3.0,-1,Boulder,V0+,1,20,34.01126,-116.16755
"EJ Deluxe","E. J.  Deluxe Boulder > Lonesome Crowded West > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106835225/ej-deluxe,3.8,-1,Boulder,V5,1,18,34.03239,-116.1717
"Sit Down Flake","Dino's Egg > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106044191/sit-down-flake,2.2,-1,Boulder,V2,1,5,34.02051,-116.16504
"Caveman Yabo","Caveman Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120052231/caveman-yabo,4.0,-1,Boulder,V10,1,40,34.01622,-116.1633
"…Until it Does","Pixie Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/121742620/until-it-does,4.0,-1,Boulder,V7,1,22,34.09441,-116.15612
"Stem Gem Mantle","Stem Gem Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/115370817/stem-gem-mantle,4.0,-1,Boulder,V5,1,15,34.01716,-116.16368
"Tilt-o-Meter Right","Tilt-o-Meter Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106332346/tilt-o-meter-right,2.5,-1,Boulder,V1+,1,15,34.02044,-116.16555
"Don't Mess with Texas","Texas Boulder > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106073444/dont-mess-with-texas,2.2,-1,Boulder,V1,1,10,34.0181,-116.1698
"Out of Touch","Manx Boulders - Northwest Face > Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106115216/out-of-touch,2.5,-1,Boulder,V2+,1,15,34.01431,-116.15814
"Dreaming of the Master","Master Boulder > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106157186/dreaming-of-the-master,3.6,-1,Boulder,V8,1,20,33.983,-116.15545
"Classic Curl","Black Velvet Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106073934/classic-curl,2.8,-1,Boulder,V1-,1,20,34.00946,-116.1687
"Dike Face","Dike Boulder > Lechlinksi Cracks Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105908431/dike-face,3.2,-1,Boulder,V5-,1,25,33.94256,-116.07694
"The Funktion","The Cube (aka Funktion Boulder) > Scatterbrain Area > HVCG North > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107579672/the-funktion,3.8,-1,Boulder,"V3 R",1,25,34.01866,-116.1637
"JD Classic","Gunsmoke Wall > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/121887660/jd-classic,4.0,-1,Boulder,V2,1,5,34.02858,-116.14508
"Sunchild Tribute","Lakeside Rock Formation > Barker Dam Boulders > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/122035994/sunchild-tribute,4.0,-1,Boulder,V2,1,20,34.03112,-116.14379
"Do or Do Not","Yoda Head Boulder > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120112423/do-or-do-not,4.0,-1,Boulder,"V5 R",1,25,34.03662,-116.14758
"JD Classic","Johnny Dawes Boulder > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/121887673/jd-classic,4.0,-1,Boulder,V2,1,5,34.02796,-116.14462
"Roasted and Raw","Moonstone > Inner Circle > The Underground > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108056142/roasted-and-raw,4.0,-1,Boulder,V12,1,16,34.06942,-116.09196
"Alien Arete","Alien Arete Boulder > Hall of Horrors Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108539246/alien-arete,4.0,-1,Boulder,"V5 R",1,22,34.00036,-116.1457
"Scum Bag","Scum Bag Boulder > Towers of Uncertainty > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107087556/scum-bag,4.0,-1,Boulder,V8,1,15,33.9667,-116.08733
"K.D. Supreme (yabo)","Miledi Boulder > Miledi Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109677097/kd-supreme-yabo,4.0,-1,Boulder,"V6 PG13",1,15,34.07547,-116.24202
"3-Star Lieback","Star Boulder > Western Belt > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114338783/3-star-lieback,3.4,-1,Boulder,"5.9 V0-",1,25,33.95522,-116.09084
"Upper Dorsimus","Dorsimus Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/123539431/upper-dorsimus,4.0,-1,Boulder,V5,1,12,34.02589,-116.16356
Bodyglove,"Porcelain Wall > Inner Circle > The Underground > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106151249/bodyglove,3.6,-1,Boulder,V4,1,15,34.06942,-116.09196
"Lechlinski Corner","JBMF Boulder > JBMF Boulders > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725446/lechlinski-corner,2.6,-1,Boulder,V3,1,12,34.0152,-116.16631
"Chocolate Roof Left","Chocolate Roof > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109989625/chocolate-roof-left,2.8,-1,Boulder,V4,1,12,34.06282,-116.22616
"Upsidedown Pineapple","Campsite Grotto > HVCG South > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722206/upsidedown-pineapple,2.7,-1,Boulder,V1+,1,10,34.01711,-116.16062
"The Sideling","Halfling Boulder > The Hang > Planet X Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111505610/the-sideling,3.1,-1,Boulder,V3,1,13,33.99792,-116.15341
"Prince Hoi","Hoi Polloi Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106059780/prince-hoi,2.5,-1,Boulder,V2,1,20,33.98601,-116.15936
Grunge,"Manx Boulders - Northwest Face > Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725497/grunge,1.8,-1,Boulder,V0,1,13,34.01431,-116.15814
"Leather and Lace","The Phantom Cart > The Outer Rim > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/110049097/leather-and-lace,3.8,-1,Boulder,V5,1,25,34.08392,-116.23255
"Turtle Face Center","Wedge Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106146685/turtle-face-center,2.8,-1,Boulder,V2,1,20,34.00972,-116.16725
"Body and Soul","Porcelain Wall > Inner Circle > The Underground > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106152051/body-and-soul,3.6,-1,Boulder,V5,1,15,34.06942,-116.09196
Nitwitsit,"The Blockhead > JBMF Boulders > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109148393/nitwitsit,2.3,-1,Boulder,V4,1,10,34.01475,-116.16589
"Native Arete","Native Arete Boulder > Indian Wave Boulders > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106345888/native-arete,3.1,-1,Boulder,V0,1,12,34.02648,-116.14181
"Tilt-O-Meter Left","Tilt-o-Meter Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106332339/tilt-o-meter-left,2.2,-1,Boulder,V1,1,10,34.02044,-116.16555
"Way of the Weasel","Meadows Boulder > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107592223/way-of-the-weasel,2.4,-1,Boulder,V2-3,1,12,33.99418,-116.14301
Peabrain,"The Asteroid Boulder > Asteroid Boulder Area > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106275707/peabrain,3.1,-1,Boulder,V4,1,15,34.01197,-116.15127
"Attractive Brunette","Chocolate Boulder 3 > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105789815/attractive-brunette,1.8,-1,Boulder,V2,1,12,34.06269,-116.22639
"Iron Resolution","Iron Resolution Block > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106104512/iron-resolution,3.7,-1,Boulder,V12+,1,25,34.02783,-116.14452
"Hall of Mirrors","Horrors Boulder > Hall of Horrors Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106125083/hall-of-mirrors,2.9,-1,Boulder,V-easy,1,15,33.99763,-116.14705
